text,date,platform_id,company_id
"Потрясающий океанариум и сам океанариум и территория рядом с ним. Очень красиво и познавательно. Билеты пенсионерам за полцены, детям до 5 лет бесплатно. От кпп идёт бесплатный автобус. Пешком далековато, есть бесплатная но очень интересная обзорная экскурсия. Гид с бейджиком стоит в фойе. Отдельное спасибо за экскурсию. По билетам можно находиться внутри неограниченное время. Интересно всем возрастных группам. На территории есть кафе, локации для отдыха и для прогулок, беседки и смотровые площадки. Рядом в пешей доступности пляж Ахлестышева. ",04.09.2022,yandex,Приморский океанариум
Океанариум класс. Понравился дельфинарий выступление белуг дельфинов и котика было супер. Молодцы их тренера. Очень красиво внутри. Экспозиции очень удобно разделены на отделы. Много речных и морских обитателей. А так же экспонаты. Понравился так же тропический лес с растениями водопадом. Много месть чтоб сделать фото.желаю дельфинарию дальнейшего процветания. И честно хотелось бы программу в дельфинарии сделать побольше чем 40 мин еще какое нибудь выступление,12.08.2022,yandex,Приморский океанариум
Молодцы сделали интересное место проведения своего досуга. Парковка вместительная. Детские площадки интересные и разнообразные. Туалеты чисты и видно что регулярно поддерживают чистоту. Кафе ассортимент слабый и для такого формата заведения хотелось бы более качественный ассортимент блюд и десертов. Персонал пгиветлив и терпим к гостям. Я рекомендую помещение Океанариума.,10.05.2022,yandex,Приморский океанариум
"Сам по себе океанариум, очень классный, экспозиции и экспонаты поражают, особенно понравился тропический лес, просто красота, очень много рыб, классные позитивные пингвины, но есть минус, это питание, очень не организованно, для такого количества народа не достаточно, зашли с детьми в кафе, время ожидания нам озвучили 50 минут, хотя в зале было человек 20-это очень долго, для простых блюд (картофель фри) дети были голодные, в этом плане никакого сервиса. И для такого большого океанариум одного кафе недостаточно. Это сказали всë впечатление",14.08.2022,yandex,Приморский океанариум
"Всё на очень высоком уровне!, Огромная территория с прекрасными видами на море и красивыми композициями для фотографий. А внутри всё очень круто: позновательно, интересно, красочно! Можно нанять экскурсовода, детям тоже будет интересно, котики и нерпы с удовольствием играются с ними. На этажах океанариума дежурят сотрудники, которые подскажут и проконсультируют. Есть кафе с широким меню и приемлимыми ценами. Всё Super!)",16.06.2022,yandex,Приморский океанариум
"Лучший океанариум не только на территории России, но так же он превосходит и  многие зарубежные.
Красивейшие и познавательные экспозиции, огромное разнообразие видов морских животных.
На территории перед океанариумом есть две детских площадки, а за ним хорошая прогулочная зона, с прекрасным видом на море.
Единственное, за что я бы сняла пол звёзды - кафе на втором этаже почему то всегда закрыто. И единственный вариант поесть - автомат с перекусами.",13.09.2022,yandex,Приморский океанариум
"Очень понравилось здесь. Территория большая, ухоженная. Газоны подстрижены, большие инсталляции с фигурами рыб, морских животных. Есть где погулять, посидеть. В самом океанариуме можно долго ходить, разглядывать. Есть где посидеть, отдохнуть. Кафе есть. От океанариум до остановки едет бесплатный автобус. Это особенно актуально, когда возвращаешься с океанариума. Единственный минус - общественный транспорт. Он набит битком, что туда, что обратно.",18.08.2022,yandex,Приморский океанариум
"Плюсы:

- потрясающе оформленная территория океанариума
- замечательные детские площадки
- регулярное автобусное сообщение до КПП
- оформление экспонатов, аквариумов, залов и прочего просто великолепно

Минусы:

- Необходимость распечатки билетов, купленных онлайн. Уходите вы от бумаги. Можно ведь увеличить штрих код на смартфоне и по нему пройти. Для чего печатать?
- Шоу с дельфинами максимально скучное. Выпрыгнули из воды, покатали тренеров и покричали... Серьёзно??? Сходите в дельфинарий мед центра Океан, посмотрите там шоу.
Вы при своих масштабах и ценниках на шоу, должны просто не оставлять шанса никому по красоте. А у вас на 30-минутном шоу зажигает только морж.",10.07.2022,yandex,Приморский океанариум
"Добраться лучше на такси. От входа возит автобус, но можно дойти и пешком. На территории 2 большие детские площадки, для детей разного возраста. Много экспозиций, много морских жителей. Кафе никакие, лучше взять еду с собой детям. Туалетов много, чистые. Есть автоматы по продаже напитков в бутылках и сладостей. Магазин по продаже сувениров отстой, купила только кружку сыну, ни значков нормальных, ни магнитов,  китайщина сплошная по адским ценам.
В целом впечатление не испорчено. Если дети постарше будет интересно, с трехлеткой и 8 летним сыном на все ушло 2 часа, я бы прошла бы ещё по территории, много видовых мест. С собой оказался мягкий мячик, нерпам, пингвина и котикам он понравился, с удовольствием играли с детьми.",01.09.2022,yandex,Приморский океанариум
"Место классное. Представлена фауна не только морская, но и речная. Некоторые экспонаты можно потрогать. Очень красивый тропический зал. Интересно пройти по галерее в толще воды вокруг. В жару и духоту кому-то может показаться тяжёлым добираться от КПП до касс - в день нашего посещения въезд машин был ограничен. Шоу не было, заболел главный актёр-морж. Но ребёнок раньше смотрел выступление, очень понравилось. Кто не был, настоятельно рекомендую.",04.08.2022,yandex,Приморский океанариум
"Большое и красиво место. Аккуратность и чистота начинается с блок поста. ОЧЕНЬ вежливый персонал и внимательное отношение к технике безопасности.
С блок поста( остановка после арки) ходит бесплатный автобус до кассы каждые 15 мин. по пути видно большую детскую площадку
На территории есть прогулочная зона (беседки, пруды, маленький водопад) с видом на море.
Вход в океанариум по одноразовым билетам. на шоу с дельфинами желательно покупать билеты заранее онлайн. шоу длится примерно минут 40-45
Нужно  очень внимательно печатать билеты чтобы штрихкоды пропечатались.
! шоу не каждый день. а в пн выходной.
В океанариуме есть кафе где можно перекусить.
Перед входом в экспозицию ,,джунгли,, есть буфет (который не работал когда я там была) со столиками на которых люди отдыхали и пили свои напитки.
На обход всех залов Очень быстрым шагом понадобится минут 20. получается вместе с шоу вам понадобится минимум 2,5 часа чтобы посмотреть на рыбок.

",04.07.2022,yandex,Приморский океанариум
"Потрясающие место. К созиданию этого места подошли с любовью. Всё на своём месте, подсветка, мелкие детали, создающий атмосферу, сочитаеие цветов. Экспозиция богата видами рыб, растений и животных. Большое количество информации, есть экскурсии, к которым можно присоединится. Отдельно хочу отметить оформление парка - очень эпично! Рекомендую всем жителям и гостям Приморья. Внутри есть кафе, с парковкой у въезда на территорию проблем нет, на территорию можно проехать на автобусе, но я рекомендую пройтись, очень красиво. На территории есть большой детский городок, но когда мы были (28.05) он был закрыт. Цена билета есть на сайте.",05.06.2022,yandex,Приморский океанариум
"Впечатляет! Особенно понравился тропический зал!! Очень красиво!!!
Рекомендую к посещению!
Сравнивали с Москвариумом и Барселонским! Наши океанариумы лучше!!!
В Москве больше представлено крупных рыб. В Приморском - более четкое деление на периоды.
На шоу дельфинов не попали, оно в воскресенье, а мы были в будни.
К сожалению, когда мы были, не работало ни одно кафе. Дети устали и проголодались...",18.08.2022,yandex,Приморский океанариум
"Шикарный океанариум.
Посетили на автобусе. Интересные экспозиции. Хороший продуманный маршрут .
Архитектура дизайн, ландшафт супер. Красота .
Много особей. По площади не такой большой как москвариум но за счёт компановки, маршрутам подаче и тп очень интересно и взрослым и детям. Есть выход к морю заливу.
В дельфинарии не были.

Нет мест для перекуса , может особо и не искали.",06.09.2022,yandex,Приморский океанариум
"Отличное место для семейного отдыха. Билеты стоят недорого (1200 взрослый + дельфинарий; 600 детский + дельфинарий до 14 лет). В Океанариуме вы увидете полное развитие нашей планеты в водном пронстранстве. Много аквариумов и рыб на которые вы можете посмотреть, всё чисто и аккуратно. Но очень дорогие сувениры и кафе. Купили три мороженого ""Экзо"" И пломбирное + компот тысяча рублей. Рыбы содержатся в хорошем состоянии. Советую шоу дельфинов",01.08.2022,yandex,Приморский океанариум
"Муж будучи во Владивостоке очень советовал посетить океанариум. Он был прав! Парк потрясающий,с прудами,мостиками,проьочной водой и водопадом! Я такого еще не видела. Подход к зданию оформлен в виде каньона с разными водоплавающими из всех эр. Внутри все очень продумано! Меня приятно поразило количество туалетов!!!! Большие аквариумы,красивые рыбки. Есть даже аквариумы где можно потрогать руками морские звезды. Еще меня впечатлила экспозиция в тропическом лесу. Стена из орхидей и других растений,огромные лианообразные деревья!!! И водопад)))))  еще там живут супермилые нерпы!!! Просто восторг. И в конце ошрооомный аквариум наверное размером с 2ухэтажный дом!!! Там плавали акулы,тунец и потрясающие океанические скаты!!!! Неописуемый восторг!!!!",15.08.2022,yandex,Приморский океанариум
"Посещаем океанариум третий год подряд! Коротко и ясно скажу там очень круто 😍это любимое место нашей семьи. Там всё на высшем уровне. Очень много экспозиций, окаменелости, рыб разного вида, кальмары, скаты, осьминоги,акулы, моржи, пингвины, морские котики, также есть тропический лес, где можно увидеть разнообразие живых растений, пауков и ящериц и многое другое. Там можно увидеть всё, что пожелаете. Впечатлений каждый раз много. После океанариума всегда гуляем по территории, она тоже достаточно большая, много зон для фото, рядом море, лавочки для отдыха. Также на территорий есть большие, оборудованные детские площадки. Очень красивые, большие, с мягким покрытием. На территорию океанариума можно доехать на бесплатном автобусе, по расписанию он ходит каждый час. Это очень удобно. Единственный минус в самом океанариуме😟😟 зайдя один раз, выйти уже не получится, отсюда вывод, кушать и пить вы берёте с собой и носите всё тоже с собой, либо идёте в одно из работающих кафе, т. к. 2 остальных просто не работают уже как два года. Выбор к сожалению не велик. Мы в прошлом году пошли в кафе,""Трюм"" который позиционирует себя как ресторан. Пришли туда, людей ну очень много, это одно единственное место на весь океанариум 🤯🤯🤯. Спросили, что есть в меню, нам предложили из того, что есть в наличии :куриный бульон, и паста 😬. Мы заказали два куриных бульона, три пасты и три чая! Нас двое взрослых и ребёнок 7 лет. То что нам подали, повергло меня в шок😏во-первых подача блюд холодная, в бульоне курицей только пахло, а пасту подали в огромной тарелке количество содержимого просто рассмешило. Одну пасту заказывали с рыбой, по вкусу было понятно, что туда просто вывалили кильку в томате 🤢По итогу ребёнок съел свои блюда и перешёл на наши, т. к. он просто остался голодный. В итоге за этот ""пир"" вышел чек в 2700 рублей. Судите сами. В этом году ситуация точно такая же, люди приехав в данное место, надеются покушать там, а кушать просто негде!!! Это просто ужасно, это издевательство. Поставили торговые автоматы с перекусами, пока отстоишь очередь, уже кроме шоколадки и чипсов, не останется ничего!!! Очень прошу руководство всерьёз заняться вопросом питания!!!!! Многодетным семьям не доставит радость находиться в океанариуме, если знать, что там элементарно, нечего поесть!!!Билеты тоже не из дешёвых, но оно стоит того. Всё что нужно исправить, так это открыть хорошее кафе с ВКУСНОЙ едой и доступными ценами, а так всё отлично! 👌P. S. туалетов там достаточно!",11.07.2022,yandex,Приморский океанариум
"Океанариум очень красивое место, тихое и спокойное, во-первых, там ограниченно движение машин и есть места где можно погулять в тишине, во вторых еще не заходя в океанариум  можно по фоткаться со статуями морских обитателей, билеты в океанариум своей цены стоят, если вы любите шум и эхо тогда вам нужно идти с экскурсией, если нет одним, поначалу напоминало старый океанариум, далее стало интересней, по пути движения экспозиции есть различные двери, (в которые непонятно можно ли заходить(МОЖНО и ДАЖЕ Нужно) это экспозиции где по какой-либо причине, есть ограничения в среде (то есть, обитателям не нравится яркий свет, или цветы сильно пахнут)) также указатели продолжения экспозиции довольно маленькие и их сложнее заметить чем таблички выхода, (если вы не понимаете куда идти дальше спросите у персонала), для людей с колясками работают лифты, детские площадки есть, туалеты в здании океанариума(бесплатные), охрана как в аэропорту, те девушки в форме, что не пускают лишние машины на территорию с автоматами.",19.06.2022,yandex,Приморский океанариум
"Ну прям оооочень интересно- и детям, и взрослым. Экспозиция большая и познавательная. Рыбы и животные выглядят здорОвыми и сытыми… Мы подолгу залипали на пингвинах и котиках… но и рыбы впечатляют- особенно 2-х метровый осётр и мелкий конёк ( его только за сферическим увеличивающим стеклом видно)… Красивые медузы ( так- то я их ненавижу- а там- прям искусство- плавно плавают под светомузыку… медитативно… Да и тропический лес неплох… Вот только стоянка сделана за 1, 5 км от Океанариума и не совсем очевидно, что до него от стоянки ходит Шатл каждые 15 минут… И водой/ едой запаситесь- там почему- то ничего не продаётся- можно только поесть своё… ",05.08.2022,yandex,Приморский океанариум
"Замечательное место для отдыха и просвещения о морских обитателей для детей и взрослых. Большая и симпатичная территория океанариума. Много представителей морских глубин. Есть скаты, акулы, рыбки разные, осьминог. Есть зона отдыха. Жаль, что не смогли посмотреть представление с дельфинами. Оно там тоже есть. Обязательно посетите. Не пожалеете. Дети точно будут довольны.",19.10.2022,yandex,Приморский океанариум
"Очень интересно и познавательно. Дети и взрослые любого возраста будут довольны. Очень много чего посмотреть. Закладывайте 3-5 часов только на Океанариум. Обязательно посмотрите кормление скатов и акул по вторникам и пятницам в 12:30. Очень интересно. В аквариум ныряют 2 аквалангиста и кормят обитателей.
Парковка перед територией. Потом пешком или на шатле. Туалеты, кафешки и тд. всё есть. Билеты лучше брать по интернету - в кассы большая очередь.",24.08.2022,yandex,Приморский океанариум
Океанариум это чудесное место отдыха. Территория вокруг океанариума обустроена с любовью и большим вкусом. Большое разнообразие рыб в аквариумах впечатляет. Особое спасибо за представление в дельфинариуме. Большой экран позволяет рассмотреть всех удивительных артистов.  Получили огромное удовольствие. Спасибо коллективу океанариума за чудесный отдых. Это одно из чудес созданных талантливыми  людьми,24.07.2022,yandex,Приморский океанариум
"Потрясающий океанариум! Обалденные экспозиции, все очень красиво и интересно. И нам с мужем, и детям все понравилось. Кафе одно, но в автоматах можно купить напитки и перекус, так что голодными не останетесь) территория вокруг огромная, пруд с карпами, беседки-лавочки и шикарный вид на залив. В общем и целом, мы остались очень довольны посещением",29.07.2022,yandex,Приморский океанариум
"Были в августе 2022 года. Понравилось очень. Большое количество экспозиций, отличный интерьер, вежливый персонал. В здании океанариума имеются кафе, что очень удобно. Особенно при посещении с маленькими детьми. На территории имеется хорошая детская площадка и прогулочная зона. Дельфинарий. Рекомендую!!! Гордость берет, молодцы!!! До новых встреч!!!",06.09.2022,yandex,Приморский океанариум
"Невероятно красивое место! Дети, как и взрослые остались в восторге от экспозиций океанариума. Рекомендую всем посетить этот мир морских обитателей, этот тропический островок в океане повседневных забот, эту непостижимую вселенную во всём её многообразии! Благодарю каждого, кто приложил усилия к созданию этого проекта, и продолжает радовать посетителей!",12.07.2022,yandex,Приморский океанариум
"Океанариум на очень высоком международном уровне. Очень понравились кормление скатов -это прямо отдельные танца. Каждый день даже на выставке проводятся различные кормления. Можно уточнить все у любого сотрудника.
На шоу дельфинов попасть не получилось, так как в этот день его не было .
Но почти весь день ходили про залам. Пингвины, котики, нерпы многие другие))
Много интересных мастер классов проводится. Дочь (9 лет) посетила ""Я-ученый"". Понравилось исследование. Специалисты просто супер! Интерес к микробиолонии точно вызвали у ребёнка. ",30.04.2022,yandex,Приморский океанариум
"Была в этом году впервые, очень понравилось у меня просто невероятные эмоции. Как масштабно реализованы задумки, очень красивая территория и хорошая площадка для детей. Разнообразное количество морских обитателей и рыб. Имеется бесплатная парковка, автобус который доставляет от парковки к аквапарку и обратно. Все продуманно. Очень жаль что не попала в дельфинарий, обязательно вернёмся и посетим. Одного дня нам было мало чтоб успеть все посмотреть.",15.09.2022,yandex,Приморский океанариум
"Находится на о. Русский. По мосту можно добраться запросто. За океанариумом открывается шикарный вид на Японское море. Внутри есть кафе, где можно хорошо покушать как взрослому, так и ребенку(не имею ввиду до года).
На втором этаже расположен автомат с выдачей товара для перекуса(за Ваши денежки, конечно же). Поскольку все настолько интересно, что время пролетает там незаметно и только проходя по первому этажу успеваешь проголодаться. Парковка находится ха территорией океанариума, но внутри обслуживает бесплатный трансфер. Туалеты есть.",13.09.2022,yandex,Приморский океанариум
"Океанариум очень понравился. От парковки ходит бесплатный автобус, но можно и пешком дойти, недалеко. Большой парк с оригинальными фигурами морских животных.  Очень интересная была экскурсия от зарождения жизни на земле, до современных морских обитателей. А потом сходили на представление в дельфинариуме. Туалеты обустроены для мам с маленькими детьми",30.08.2022,yandex,Приморский океанариум
"Был третий раз.  Нравится большая , благоустроенная территория,  сам дизайн океанариума,  есть много мест где можно погулять и пофотографироваться.  Не понравилось что самих обитателей  стало заметно меньше. Не работали в туалетных комнатах небало воды и ,соответственно ,жуткий запах. Ощущение, что персонала не хватает чтобы содержать такой объект должным образом.",04.09.2022,yandex,Приморский океанариум
"Были с детьми, понравилось, всё супер, особенно экспозиции, приятно было побродить по прилегающей территории океанариума, понравилось оформление, особенно детям. На территории есть старый Форт. Единственное, про дельфинарий- выступление обычное (было с чем сравнивать), и ставлю 4 звезды за то, что очень медленно проходил досмотр личных вещей при входе в океанариум, образовалась длинная очередь и мы боялись опоздать из-за этого к началу выступления в дельфинарий,",19.07.2022,yandex,Приморский океанариум
"Очень понравилось. Были 30 июня 2022 г., экскурсия достаточно информативная, интересно как детям, так и взрослым. Единственное, работало только одно кафе. Если собираетесь с детьми, лучше брать билет в дельфинарий, но обязательно уточняйте дни работы дельфинария и наличие мест.. Мы не знали, приехали после обеда, билетов в дельфинарий уже не было. Дети инвалиды и сопровождающие бесплатно,в дельфинарий администратор ребёнку с мамой разрешили без билета. Это достаточно высокий уровень клиентоориентированности. Молодцы. Спасибо за то, что приносите людям радость и любите свою работу!",04.07.2022,yandex,Приморский океанариум
"Располагается большая парковка, блокпост, до точки можно доехать на автобусе от блокпоста, но и пешком пройтись не пожалеете, очень красивая территория, всё ухожено, вокруг море, открытого места для купания не видела (но на склоне кто то всё же купался) огромные безопасные площадки для детей, рядом лесок, видели лису, которая не боялась подходить к гостям, билеты преобретаются быстро, но если вы хотите посетить океанариум+дельфинарий то приезжайте пораньше число билетов ограниченно. Теперь пожалуй о минусах, не очень интересно было если честно, проходишь по каридорам, в стенах находятся маленькие аквариумы где разных видов животные, но есть и огромные аквариумы с большими видами рыб, очень много народу, персонал часто грубил, некоторые аквариумы в тропическом зале нельзя было фотографировать (со вспышкой в принципе нельзя фотографировать, но это и понятно почему, а эти террариумы вообще нельзя, то ли они там незаконно то-ли что, не знаю) туалет мы вообще еле нашли, хоть и указатели есть, по всем этажам были кафешки. Но я рада что сходила до того как узнала по новостям, что животных били, жестоко обращались, белуг хоронили друг за другом и не только их, я о том что они занесены в красную книгу, и нашли целое кладбище белуг и других, так же было снято видео что прям перед посетителями белугу тошнило пластмассой, аквариумы давно нужно менять, чем сотрудники не занимаются, один раз можно сходить, но не более...",22.08.2022,yandex,Приморский океанариум
"Потрясающе красивое место, все очень современно, чисто.
От парковки до самого океанариума курсирует бесплатный шаттл, выходя из которого уже попадаешь в сказку. Необычные скульптуры морских животных встроились в горный рельеф, каждого из которых хочется разглядывать.
Шикарная программа с млекопитающими, в прошлом году ездила без детей, в этом обязательно покажу им тоже. Экспозиционные залы потрясающие, огромные аквариумы, пингвины, медузы с подсветкой, морские окаменелости и древнейшие организмы.
Очень понравился тропический зал, легко можно представить себя в Тайланде, шумят водопады, безумной красоты орхидеи радуют глаз, все утопает в яркой зелени.
На территории океанариума есть кафе, сувенирный магазинчик. Я не любитель тратить деньги на бесполезные товары, но оттуда не смогла уйти без подарков.
Очень жду поездки туда в этом году, место достойное для посещения, и не раз.
",31.05.2022,yandex,Приморский океанариум
"Шикарная экспозиция, хорошая экскурсия с бесплатным гидом. Есть аудиогид, но я не пользовался. Есть кафе, но цены зверские. Можно перебиться чипсами и шоколадом из автоматов. Если просто посмотреть рыбок и сфоткаться, то нужно закладывать 1.5 - 2 часа. А если изучить экспозицию внимательно (а там очень много интересной информации) то нужно не менее 3-4 часов, а может и два посещения. Цену в 1000 рубле считаю абсолютно оправданной. В Дельфинарий я не ходил. Цирковое шоу с участием животных - грустное зрелище и не для меня.",22.08.2022,yandex,Приморский океанариум
"Современный большой океанариум. Много научно-популярной информации об эволюции в целом. Интересно воссозданы участки приморских рек в разных течениях с живыми рыбами. Очень много небольших аквариумов. Организован ""трогательный"" аквариум, где можно пощупать морских звёзд, крабиков и т.п. Есть воссозданный участок тропического леса. Интересная уличная территория. А вот самый большой аквариум со стеклянным тоннелем не впечатлил после барселонского. Но посетить стоит.",26.08.2022,yandex,Приморский океанариум
